query	service	action	params
播放Golden Gate 2016	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'golden gate 2016', 'norm': 'golden gate 2016', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放GOOD BOY	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good boy', 'norm': 'good boy', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Day	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good day', 'norm': 'good day', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Foot	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good foot', 'norm': 'good foot', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good For You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good for you', 'norm': 'good for you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Girl	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good girl', 'norm': 'good girl', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Life	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good life', 'norm': 'good life', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Luck	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good luck', 'norm': 'good luck', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Good Time	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'good time', 'norm': 'good time', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Goodbye	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'goodbye', 'norm': 'goodbye', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Gotta Be Somebody	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'gotta be somebody', 'norm': 'gotta be somebody', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Graveyard Standoff	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'graveyard standoff', 'norm': 'graveyard standoff', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Grenade	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'grenade', 'norm': 'grenade', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放grilletto	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'grilletto', 'norm': 'grilletto', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Groove	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'groove', 'norm': 'groove', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Growing Pains	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'growing pains', 'norm': 'growing pains', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放GunduzI	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'gunduzi', 'norm': 'gunduzi', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Guts Over Fear	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'guts over fear', 'norm': 'guts over fear', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hair Up	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hair up', 'norm': 'hair up', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Halo	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'halo', 'norm': 'halo', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Halt mich	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'halt mich', 'norm': 'halt mich', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hands in the Air	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hands in the air', 'norm': 'hands in the air', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hands Of Love	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hands of love', 'norm': 'hands of love', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hands To Myself	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hands to myself', 'norm': 'hands to myself', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hangover	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hangover', 'norm': 'hangover', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Happy Ending	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'happy ending', 'norm': 'happy ending', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Happy Little Pill	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'happy little pill', 'norm': 'happy little pill', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Haunted	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'haunted', 'norm': 'haunted', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Have Some Fun	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'have some fun', 'norm': 'have some fun', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放haze	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'haze', 'norm': 'haze', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heads Up Phones Down	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heads up phones down', 'norm': 'heads up phones down', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heart	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heart', 'norm': 'heart', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heart Attack	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heart attack', 'norm': 'heart attack', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heart On Fire	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heart on fire', 'norm': 'heart on fire', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heartbeat	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heartbeat', 'norm': 'heartbeat', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heartbeat Song	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heartbeat song', 'norm': 'heartbeat song', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heartbreak Down	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heartbreak down', 'norm': 'heartbreak down', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heartbreaker	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heartbreaker', 'norm': 'heartbreaker', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heaven	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heaven', 'norm': 'heaven', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Heavy and Rolling	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'heavy and rolling', 'norm': 'heavy and rolling', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Helium	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'helium', 'norm': 'helium', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello', 'norm': 'hello', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello Baby	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello baby', 'norm': 'hello baby', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello Friday	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello friday', 'norm': 'hello friday', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello Kitty	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello kitty', 'norm': 'hello kitty', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello Seattle	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello seattle', 'norm': 'hello seattle', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hello 大叔	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hello大叔', 'norm': 'hello大叔', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Her Story	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'her story', 'norm': 'her story', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Here It Is	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'here it is', 'norm': 'here it is', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Here We Are	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'here we are', 'norm': 'here we are', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Here With You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'here with you', 'norm': 'here with you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Here's To Never Growing Up	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "here's to never growing up", 'norm': "here's to never growing up", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hey	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hey', 'norm': 'hey', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hey Brother	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hey brother', 'norm': 'hey brother', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hey Mama	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hey mama', 'norm': 'hey mama', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hi 男朋友	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hi男朋友', 'norm': 'hi男朋友', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hidden Track	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hidden track', 'norm': 'hidden track', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放High High	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'high high', 'norm': 'high high', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Higher	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'higher', 'norm': 'higher', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Higher Ground	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'higher ground', 'norm': 'higher ground', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放High歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'high', 'norm': 'high', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放History	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'history', 'norm': 'history', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hold My Breath	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hold my breath', 'norm': 'hold my breath', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放hold不住的爱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hold不住的爱', 'norm': 'hold不住的爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hold住你的心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hold住你的心', 'norm': 'hold住你的心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Holiday	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'holiday', 'norm': 'holiday', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Holidays	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'holidays', 'norm': 'holidays', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Holla Out	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'holla out', 'norm': 'holla out', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hollywood Tonight	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hollywood tonight', 'norm': 'hollywood tonight', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Home	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'home', 'norm': 'home', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Home To Mama	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'home to mama', 'norm': 'home to mama', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hood	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hood', 'norm': 'hood', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放HOOT	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hoot', 'norm': 'hoot', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hope	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hope', 'norm': 'hope', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放HOT PINK	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hot pink', 'norm': 'hot pink', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hot Stuff	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hot stuff', 'norm': 'hot stuff', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hotel Ceiling	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hotel ceiling', 'norm': 'hotel ceiling', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Am I Supposed To Live Without You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how am i supposed to live without you', 'norm': 'how am i supposed to live without you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Deep Is Your Love	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how deep is your love', 'norm': 'how deep is your love', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Do I Look	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how do i look', 'norm': 'how do i look', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Long Will I Love You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how long will i love you', 'norm': 'how long will i love you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Would You Feel	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how would you feel', 'norm': 'how would you feel', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How Ya Feelin	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how ya feelin', 'norm': 'how ya feelin', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放How You Remind Me	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'how you remind me', 'norm': 'how you remind me', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Humbug	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'humbug', 'norm': 'humbug', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hungover	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hungover', 'norm': 'hungover', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hurt So Good	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hurt so good', 'norm': 'hurt so good', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hush Hush	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hush hush', 'norm': 'hush hush', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Believe爱不离	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i believe爱不离', 'norm': 'i believe爱不离', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Bet My Life	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i bet my life', 'norm': 'i bet my life', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Can't Lose	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "i can't lose", 'norm': "i can't lose", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Can't Make It	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "i can't make it", 'norm': "i can't make it", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Could Be The One	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i could be the one', 'norm': 'i could be the one', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Cry	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i cry', 'norm': 'i cry', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Do	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i do', 'norm': 'i do', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Don't Like It, I Love It	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "i don't like it i love it", 'norm': "i don't like it i love it", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Don't Wanna Cry	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "i don't wanna cry", 'norm': "i don't wanna cry", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Feel It Coming	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i feel it coming', 'norm': 'i feel it coming', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Got Soul	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i got soul', 'norm': 'i got soul', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Gotta Feeling	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i gotta feeling', 'norm': 'i gotta feeling', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Have A Dream	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i have a dream', 'norm': 'i have a dream', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Just Wanna Run	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i just wanna run', 'norm': 'i just wanna run', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Lied	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i lied', 'norm': 'i lied', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Like	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i like', 'norm': 'i like', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Like That	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i like that', 'norm': 'i like that', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Like The Way You Love Me	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i like the way you love me', 'norm': 'i like the way you love me', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Lomo You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i lomo you', 'norm': 'i lomo you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Love It	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i love it', 'norm': 'i love it', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Love U Ok?	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i love u ok', 'norm': 'i love u ok', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Love You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i love you', 'norm': 'i love you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Love You Forever	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i love you forever', 'norm': 'i love you forever', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Miss You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i miss you', 'norm': 'i miss you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I MISS YOU SO BAD	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i miss you so bad', 'norm': 'i miss you so bad', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Need A Girl	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i need a girl', 'norm': 'i need a girl', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I NEED U	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i need u', 'norm': 'i need u', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Need You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i need you', 'norm': 'i need you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Need Your Love	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i need your love', 'norm': 'i need your love', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Never Forget	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i never forget', 'norm': 'i never forget', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Run Away	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i run away', 'norm': 'i run away', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I See Fire	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i see fire', 'norm': 'i see fire', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Stay In Love	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i stay in love', 'norm': 'i stay in love', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Swear	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i swear', 'norm': 'i swear', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Wanna Be With You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i wanna be with you', 'norm': 'i wanna be with you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Wanna Fly	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i wanna fly', 'norm': 'i wanna fly', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Wanna Go	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i wanna go', 'norm': 'i wanna go', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Want It	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i want it', 'norm': 'i want it', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Want My Tears Back	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i want my tears back', 'norm': 'i want my tears back', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Want You	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i want you', 'norm': 'i want you', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放I Want You To Know	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'i want you to know', 'norm': 'i want you to know', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

